,Doctor name,Specialty,Overall rating,No. of reviews,Reviews,Review rating
2504,Dr. Paul Thompson,Ophthalmologist,4.6,19,"Après l'extraction de la cataracte de mon oeil le plus affecté par la dégénérescence maculaire due à l'âge, j'ai pu constater dès le lendemain de la chirurgie, une très bonne amélioration de ma vue. Et j'anticipe le bonheur et l'honneur de me faire extraire la cataracte de mon autre oeil. Car jusqu'à présent, tout sest très bien déroulé et ce, depuis son bureau de consultation à la clinique ophtalmologique de l'Ouest jusque dans la salle de chirurgie d'un jour. J'ai été bien accueillie. Lors de la chirurgie je n'ai ressenti aucune douleur. Après la chirurgie non plus. Actuellement, j'en suis au deuxième jour après et je me sens bien. 
Le docteur Paul Thompson est vraiment compétent et le personnel de sa clinique est compétent.
J'ai eu la chance et l'honneur d'être sa 15,001ème opérée des cataractes.",5.0
2505,Dr. Paul Thompson,Ophthalmologist,4.6,19,tres accueillant et tres professionnel .. ca fait 15 ans que je suis suivie par Dr Thompson pour greffe de cornee et tres pro ophtalmo. Merci,5.0
2506,Dr. Paul Thompson,Ophthalmologist,4.6,19,"Le Docteur Thompson est Impeccable! Jai ete suivie depuis pres de 2 ans deja et je nai que de bonnes choses a dire. Jai eu une greffe de la cornée suite a un Keratocone et cest absolument un des meilleurs! Jai ete aux prises pendant 20 ans avec ce probleme et immediatement lorsquil a pris mon cas en charge, on a operer, et maintenant, je vois comme quand jetais jeune. Je ne peux demander mieux dun doc. Il est patient, explique tellement bien, a un sens de lhumour et surtout comprehensif. Que de bonnes choses a dire <3",4.5
2507,Dr. Paul Thompson,Ophthalmologist,4.6,19,"Très bon ophtalmologue, il a fait un suivi pendant 2 mois sur mon œil suite à une infection et un ulcère cornéen alors que les urgences de l’hôpital avaient refusé de me soigner. Beaucoup de patience et il prend le temps d'expliquer, traiter et soulager la douleur.",4.5
2508,Dr. Paul Thompson,Ophthalmologist,4.6,19,Le docteur Thomson ma opere pour une cataracte. Apres loperation j ai pas vu d amelioration. Le docteur Thompson m a dit qu il faulait quant meme operer l autre oeil.j ai vu un autre ophthalmologiste qui m a envoye a un specialiste de la ratine. Ces deux docteurs m ont dit que mon probleme etait pas la cataracte mais c etait un probleme de ratine. Ils m ont dit que ca servait a rien d operer l autre oeil et qu le docteur Thompson m avait opere pour rien. Un de ces docteur m a meme dit que c etait pas la premiere fois qui voyait des patients du docteur Thompson qui etait operer alors que c etait pas necessaire. Ou bien donc le docteur Thompson est un inconpetent ou bien il m a operer pour faire de l argent sur mon dos.,1.5
2509,Dr. Paul Thompson,Ophthalmologist,4.6,19,"Un des meilleurs spécialiste au monde, très professionnel, prends soin d'expliqué à ses patients, espérons le garder longtemps.",5.0
2510,Dr. Paul Thompson,Ophthalmologist,4.6,19,"tres connaissant, il a detecte un probleme que deux autres specisliste n'avait pas vu, Longue vie a ce medecin.",5.0
2511,Dr. Paul Thompson,Ophthalmologist,4.6,19,"J'ai été oppéré pour une catharacte en janvier 08, J'avais peur et il était tellement professionnel que tout de suite ça m'a rassuré, ce fut un succès et sans aucune douleur, Merci Dr.Thomson je vois maintenant en HD",5.0
2512,Dr. Paul Thompson,Ophthalmologist,4.6,19,"J'ai eu une greffe de la cornée pour mon oeil droit en Décembre passé, un beau cadeau de Noël. J'étais très nerveuse et Dr. Thompson m'a rassuré tout de suite et il a bien expliqué ce qu'il faisait tout le long de l'opération. Il est calme et très professionnel en plus d'avoir un bon sens de l'humour. Il prend le temps de répondre aux questions. Il fait un travail remarquable et je le recommande fortement. Merci.",5.0
2513,Dr. Paul Thompson,Ophthalmologist,4.6,19,"Cet sommité dans le domaine de l'ophtalmologie, est un être exceptionnel, il a put faire une greffe à ma femme qui as durée pendant 20 ans. Bien sûr , aujourd'hui, elle a perdu cette greffe, mais on lui doit quand ces 20 années gagnés, Merci Dr. thomson....Suzanne Savoie et Jean !",5.0
2514,Dr. Paul Thompson,Ophthalmologist,4.6,19,Very good doctor and always nice and helpful. He answers questions and gives good explanations. It is always a pleasure to be treated by him.,5.0
2515,Dr. Paul Thompson,Ophthalmologist,4.6,19,He is a great and knowlegable Dr. He had a private clinic downtown and he also work at Notre Dame hospital. I'm really lucky to find him. He is a marvelous surgery with fairy hands. He do a miracle for my right eye. the left is jalous and he is waiting for his surgery. Thanks DR Thompson!,5.0
2516,Dr. Paul Thompson,Ophthalmologist,4.6,19,"He is a great and knowlegable Dr., if it wastn't for his expertise I would have lost my eye. Yes he is very busy, he has a clinic and he also does office at Notre Dame + he does surgery. He is worth the wait, and I feel very confident with him.",4.5
2517,Dr. Stephane Meere,Ophthalmologist,4.5,22,"Enfin un médecin qui prend le temps de nous écouter, qui étudie bien notre dossier qui est un humain comme nous et non pas ces médecins arrogants qui nous expédie à toute vitesse ! Merci Dr. Meere !",4.5
2518,Dr. Stephane Meere,Ophthalmologist,4.5,22,I am filled with outmost gratitude to Dr. Meer for him accepting to take my elderly mother of 95 years old at the time under his wings. He did every thing possible to treat her complicated eyes conditions. He is now my eye doctor and I have total confidence in him. But I am very sorry that he doesn't do cataracts operation anymore but I do trust him to refer me to a competent in this matter when the times comes.,4.5
2519,Dr. Stephane Meere,Ophthalmologist,4.5,22,"Le staff est très ordinaire (exemple : on te met des gouttes dans les yeux sans même prévenir!) mais Dr Meere est hyper competent, posé, compréhensif, patient. Il y a souvent des délais car il prend beaucoup de temps avec ses patients.",4.0
2520,Dr. Stephane Meere,Ophthalmologist,4.5,22,"Très professionnel, d'une humanité rare, sage, posé, zen. il est rassurant et très efficace. Très respectueux de ses patients.",4.5
2521,Dr. Stephane Meere,Ophthalmologist,4.5,22,Docteur Meer est un super docteur. Il tres sage et prend a coeur le soin de ces patiens . Il prodigue beaucoup de conseil et est pret a soulager ces patiens tant sur medical que des conseils. Je auis l'un de ces patiens et je l'apprecie enorment pour son travail . Merci a lui etbonne continuite a lui.,5.0
2522,Dr. Stephane Meere,Ophthalmologist,4.5,22,"Une personne sage avec beaucoup de qualités, à l'écoute de ses patients , il tient les cas à coeur pour donner des conseils pertinents . Pour le cas à mon fils qui est un cas râre dans un accident de soccer , il a été là pour nous, d'ailleurs c'est le seul soutien qu'on a pu avoir ,il a même refusé ses honoraires pour la dernière consultation ,pour le reste de l'équipe on était bien accueilli et on a pas eu de problèmes à avoir les rendez-vous .👍",4.5
2523,Dr. Stephane Meere,Ophthalmologist,4.5,22,"Je suis énormément reconnaissante que Dr Meere soit tombé sur mon dossier. Le personnel de la Clinique de Santé Visuel était très froid, les temps d'attente longs et les erreurs de dossier un peu trop nombreuses. Par contre, lorsque j'ai rencontré Dr Meere, je me suis soudain sentie rassurée. Il était très calme, chaleureux et a été très proactif au sujet de ma situation particulière.",4.5
2524,Dr. Stephane Meere,Ophthalmologist,4.5,22,"Très professionnel et rassurant. Il a été à l'écoute, respectueux et a assuré un suivi de qualité pour ma situation.",5.0
2525,Dr. Stephane Meere,Ophthalmologist,4.5,22,"Il est adorable. Il est patient, gentil, aimable. D'une délicatesse rare de nos jours dans le domaine de la médecine. On sent sa compétence et il prend bien soin de nous. Nous sommes entre de bonnes mains.",5.0
2526,Dr. Stephane Meere,Ophthalmologist,4.5,22,Dr. Meere is an amazing ophthalmologist. His calm demeanor and knowledge put you at ease and reassures you that you are in capable hands. Very thorough and conscientious work ethic.,5.0
2527,Dr. Stephane Meere,Ophthalmologist,4.5,22,Très professionnel et il prend le temps d'expliquer clairement le problème. Très humain. Assistante très gentille également.,5.0
2528,Dr. Stephane Meere,Ophthalmologist,4.5,22,"Très humain, prends soin du patient et donne d'exellents conseils. Je lui souhaite une merveilleuse année 2017",5.0
2529,Dr. Stephane Meere,Ophthalmologist,4.5,22,"Wonderful doctor. I feel so grateful to be his patient. Thank you so much, Dr. Meere.",5.0
2530,Dr. Stephane Meere,Ophthalmologist,4.5,22,"IL prend le temps, il est a l'écoute, gentil, on se sent entre bonnes mains. Donne de bons conseils. S'ils pouvaient etre tous comme lui.",5.0
2531,Dr. Stephane Meere,Ophthalmologist,4.5,22,Excellent médecin. Il suit ma cocotte depuis l'âge de 5 ans et il est vraiment génial autant avec les enfants que dans son champ de compétence. Il est calme et prend son temps. Bravo!,5.0
2532,Dr. Stephane Meere,Ophthalmologist,4.5,22,I am impressed with him. I go see him because my retina has detached 5 times already . I have a situation that affects my health and sleeping patterns . Every time I seen Dr. Meere he has a way of calming me and reassuring me at the same time and after my visit with him I can get a good night's sleep . I find him and his team to be GOD sent .,5.0
2533,Dr. Stephane Meere,Ophthalmologist,4.5,22,Dr Meere est une perle rare mais ces secrétaires c'est vraiment un manque de classe. Dr Meere est le meilleur que j'ai rencontré dans ma vie; patient et humble dans tous les sens du mot.C'est un spécialiste avec lequel je n'ai jamais eu peur de copnfier mes yeux. Bravo d'être là pour nous tous.,4.0
2534,Dr. Stephane Meere,Ophthalmologist,4.5,22,"Dr Meere est très consciencieux, à l'écoute, il est posé, gentil, il va au delà de nos attentes en s'intéressant à nos antécédents. Je le recommanderai sans hésitation à quiconque aura besoin des soins d'un excellent ophtalmologiste.",5.0
2535,Dr. Stephane Meere,Ophthalmologist,4.5,22,"Dr Meere est un ophtalmologiste minutieux, intègre, doux et humain qui prend le temps d'écouter son patient et de donner des explications simples et claires. A citer en exemple !",4.5
2536,Dr. Stephane Meere,Ophthalmologist,4.5,22,Très bon médecin qui donne de bonnes explications. A la fois professionel et doux à parler.,5.0
2537,Dr. Stephane Meere,Ophthalmologist,4.5,22,Very profesional and very informative to his clients. His treatments work.,3.5
2538,Dr. Stephane Meere,Ophthalmologist,4.5,22,Un médecin très à l'écoute et qui donne beaucoup d'explications claires. On n'a pas l'impression qu'il est pressé par le temps.,5.0
2539,Dr. Johanna Choremis,Ophthalmologist,4.2,75,Excellant communication skills both in English and French . Very knowledgeable . Left no stone unturned .thank you Antonio Elisii,5.0
2540,Dr. Johanna Choremis,Ophthalmologist,4.2,75,"I was referred to Dr. Choremis by my optometrist. After about 18 months of monitoring the progression of my vision it was determined that I needed surgery to stop the progression of my disease. Now, about 8 months post operation my vision has significantly improved to the point that my ""bad eye"" now sees better than my less affected eye. She's extremely knowledgeable and kind. I was very stressed out at the beginning of my surgery but she talked me through it and everything went very well. 5 stars all around.",5.0
2541,Dr. Johanna Choremis,Ophthalmologist,4.2,75,"Elle a opéré mes cataractes l'année dernière. Elle était gentille, attentionnée et j'ai eu un résultat parfait. Merci au Dr Choremis !",5.0
2542,Dr. Johanna Choremis,Ophthalmologist,4.2,75,She saved my cornea when nobody else could. I'm simply truly grateful ....,5.0
2543,Dr. Johanna Choremis,Ophthalmologist,4.2,75,"Dr. Choremis is an amazing doctor. I am seeing comments that she is too fast. She is fast, bc she sees many patients in a day. She is a serious expert in her field, she is an amazing surgeon, and she restored my vision. I will always be grateful. Thank you",5.0
2544,Dr. Johanna Choremis,Ophthalmologist,4.2,75,"Dr. Choremis saved my eyesight! I was referred by an ophthalmologist because my corneas were chronically ulcerated and I had a real risk of becoming blind. She performed a complicated corneal transplant and now I'm back to seeing perfectly. Thank you so much for your incredible knowledge, your skills and your kindness in helping me during a very difficult time.",5.0
2545,Dr. Johanna Choremis,Ophthalmologist,4.2,75,Have seen dr Choremis twice. Was arrogant rude and didn't bother taking time to explain or answer questions.,2.5
2546,Dr. Johanna Choremis,Ophthalmologist,4.2,75,"Dre Choremis est la spécialiste que j’ai choisie pour ma greffe de cornée et chirurgie de cataracte et je suis très heureuse et satisfaite. J’ai été opéré le 5 décembre 2022 et a 6 semaines postop ma vision était a 20/30. Dans qq mois ce sera l’œil gauche. Atteinte de dystrophie de fuchs je peux confirmer que ca faisait longtemps que je n’avais pas vu aussi clair. Une experte et je l’adore. Merci a vous dre Choremis et a votre équipe! 

Nathalie Brault",5.0
2547,Dr. Johanna Choremis,Ophthalmologist,4.2,75,"Dr. Choremis is by far the best cornea specialist I have ever met. I had a RCE ( Recurrent corneal erosion) for 2 years. I visited many doctors. Finally, I met Dr. choremis and she did a perfect surgery on my eyes (PTK). She did an excellent job. My vision is perfect now. she is the best cornea specialist.",5.0
2548,Dr. Johanna Choremis,Ophthalmologist,4.2,75,"Dr Choremis did my corneal transplant and I couldn’t be happier! My vision is now perfect and I haven’t seen this well in years! From our first meeting she was confident, made me feel secure and did a fabulous job. Nurses in room were also fabulous. Thank you for giving me back my sight!!! She’s the best!",5.0
2549,Dr. Johanna Choremis,Ophthalmologist,4.2,75,I had an operation on both eyes for cataract. She did an excellent job. My vision is perfect now. She is professional and dedicated. I highly recommended her for eye operation.,5.0
2550,Dr. Johanna Choremis,Ophthalmologist,4.2,75,"She's an incredibly caring, and talented surgeon that saved my eyes when others could not. I had two previous cornea surgeries by other surgeons that did not help and Dr. Choremis was my last hope. Her magical hands gave me my vision back. Thank you Dr. Choremis!",5.0
2551,Dr. Johanna Choremis,Ophthalmologist,4.2,75,"I was recommended to Dr Choemis by another Dr in the same clinic , i really regret it !!! I had my both eye operated fo cataract and since day 1 i have problem , i tried to explain it ti her but she was not listening and was not interested, she is very arrogant and dismisif, bad attitude and not interested to listen to your problem and want to get read of you as fastest she can , does not explain anything like if we are all specialist in the field …. I am 54 years old i did this operation to see bette but i see worst than before !!! And her answer to my problem was there is nothing i can do . I dont recommend this Dr.",1.5
2552,Dr. Johanna Choremis,Ophthalmologist,4.2,75,Le Dre Choremis a sauvé mon oeil! Ils m avaient operé 3 fois avant finalement mon ophtalmo m a envoyé chez el’e et 3 jours après la chirurgie je commencais à voir comme avant! En plus elle est Toujours à temps le matin ! Merci Dre Choremis!,5.0
2553,Dr. Johanna Choremis,Ophthalmologist,4.2,75,Merci au Dr Choremis et son équipe pour avoir oser une opération des cataractes dans les deux yeux compliquée d'une allergie qui a nécessité une attention supplémentaire à tous les détails. Les deux opérations sont réussies et je vois très bien maintenant.,4.5
2554,Dr. Johanna Choremis,Ophthalmologist,4.2,75,Des doigts de fée! Elle m a fait une greffe de cornée dans les deux yeux. Je vois 10/10 merci Dre Choremis,5.0
2555,Dr. Johanna Choremis,Ophthalmologist,4.2,75,She is my Hero! She saved my eyesight after having many operations. She is the one to go to. Best surgeon in all Quebec!,5.0
2556,Dr. Johanna Choremis,Ophthalmologist,4.2,75,"outstanding, very professional, took the time to explain my condition and treatment,",5.0
2557,Dr. Johanna Choremis,Ophthalmologist,4.2,75,"She's extremely professional, caring, meticulous and competent. Both my cataract surgeries were an unmitigated success.",5.0
2558,Dr. Johanna Choremis,Ophthalmologist,4.2,75,"At a recent appointment Dr. Choremis was: arrogant, condescending, incapable of looking me in the eye, unwilling to answer pertinent questions about my procedure. I will never go back.",2.0
2559,Dr. Johanna Choremis,Ophthalmologist,4.2,75,She was extremely professional and caring. She operated on my rare cornea condition with incredible skill. I’m two months since my surgery and I am able to see better than ever. I would recommend her over all others in the city.,5.0
2560,Dr. Johanna Choremis,Ophthalmologist,4.2,75,Thank you so much Dr. Choremis ... I was virtually blind when I had my cataract. Dr. Choremis gave my sight back. She's so professional and nice. Her skills are incredible!,5.0
2561,Dr. Johanna Choremis,Ophthalmologist,4.2,75,"Elle a sauvé ma cornée. Elle effectue des chirurgies qu'aucun autre ophtalmologiste fait dans la province. Merci Dr Choremis! Votre expertise, attention aux détails et votre gentillesse m'ont sauvé ma vue. .Nous avons la chance d'avoir un tel expert ici au Québec.",5.0
2562,Dr. Johanna Choremis,Ophthalmologist,4.2,75,Horrible médecin. Arrogante et aucunement professionnelle. Ne prends pas le temps d'expliquer votre condition ou simplement vous fournir des informations quant à votre diagnostic. Elle tente de se débarrasser de vous dès lors où vous mettez le pied dans son cabinet.,1.0
2563,Dr. Johanna Choremis,Ophthalmologist,4.2,75,She is an incredibly caring and talented surgeon. I first met her through my friend who had a corneal transplant done by her. She performed a new technique that saved my friend's eyesight! I then had my cataract surgery performed by her. My sight is perfect!! We are blessed to have such a great physician and surgeon amongst us!,5.0
2564,Dr. Johanna Choremis,Ophthalmologist,4.2,75,"She is SO unpleasant. She was so dismissive and condescending that I don't feel she took my appointment seriously, leaving me to feel that i was not given proper care. I'm left with more questions about my eye condition then before i saw her.",1.0
2565,Dr. Johanna Choremis,Ophthalmologist,4.2,75,Elle a fait un travail formidable sur ma cataracte ... Je peux voir parfaitement maintenant. Merci Dr Choremis! Vous êtes un chirurgien attentionné et techniquement doué!,5.0
2566,Dr. Johanna Choremis,Ophthalmologist,4.2,75,"Outstanding and very humane doctor - despite being very busy, she really took the time to listen to me and discuss my concerns. Her surgery was impeccable! Definitely one of the best in her field in Quebec!",5.0
2567,Dr. Johanna Choremis,Ophthalmologist,4.2,75,She is an outstanding ophthalmologist and cornea specialist. We are lucky to have her in Quebec. She performed a new corneal graft procedure on me and saved my vision. She's the fist to perform this in Canada! Thank you!,5.0
2568,Dr. Johanna Choremis,Ophthalmologist,4.2,75,Elle est une ophtalmologiste sans paire ! Elle ma sauvé ma cornée ... Elle est la seule qui a pu sauver mon œil! ! Merci Dr. Choremis!!,5.0
2569,Dr. Johanna Choremis,Ophthalmologist,4.2,75,Amazing doctor and best surgeon! Best cornea surgeon.,5.0
2570,Dr. Johanna Choremis,Ophthalmologist,4.2,75,"Dr Choremis is the best surgeon! she truly cares and is always on top of things , she s the only surgeon who got my transplant right from the first try ! thank you so much !!",5.0
2571,Dr. Johanna Choremis,Ophthalmologist,4.2,75,"She is on outstanding surgeon and doctor. I was told to go home from St. Agathe hospital after being told they could do nothing. I was slowly loosing my vision. She had me admitted in town, gave me the correct dose of medication urgently and she saved my vision!! I can never repay you enough Dr. C!",5.0
2572,Dr. Johanna Choremis,Ophthalmologist,4.2,75,"Elle m’a diagnostiqué le syndrome de ICE. J’aurais aimé avoir autant d’explications que ses internes après tout il s’agit de MON œil. Elle m’a suivi de 2009 à 2013 et depuis plus rien. Je devais attendre un appel pour un rdv ultérieur (8 mois) mais rien. J’ai appelé, on m’a répondu que si ça fait pas mal d’attendre. Attendre quoi? Que mon œil tombe?

Elle est antipathique, elle ne comprends pas la peur de perdre la vue. Complètement « disconnectée » , arrogante et irrespectueuse, c’est peut-être le secret des ses connaissances mais avec moi ça clique pas! Si se sentir minable est le prix à payer pour avoir un bon doc, où s’en va notre civisme?",3.0
2573,Dr. Johanna Choremis,Ophthalmologist,4.2,75,Elle est directrice de la banque oculaire de la cornée au québec et elle est reconnue comme une sommité en matière de cornée. On m'a dit par d'autres que ma cornée était finie ... elle était la seule qui pourrait effectuer une nouvelle technique de greffe de la cornée et ma vision a été sauvé !! Je suis vraiment reconnaissant d'avoir un tel expert au Québec. Merci docteur Choremis!,5.0
2574,Dr. Johanna Choremis,Ophthalmologist,4.2,75,"J'avais lu les commentaires et mon avis était partagé... Lorsque je l'ai rencontrée, elle s'est complètement foutu de moi, son résident semblait plus intéressé par ma situation qu'elle même... Elle m'a dit qu'elle ne me croyait pas que mes problèmes affectaient ma vision et qu'elle ne ferait rien pour m'aider (j'ai failli quitter son bureau en pleine rencontre). Par contre, je dois lui donner; elle est très informée/connaissante dans son domaine... C'est juste plate qu'elle n'écoute pas tous tes symptômes et qu'elle se concentre seulement sur ce qu'elle voit.

Personnellement, même si elle est très compétente, je ne veux plus la revoir.",1.5
2575,Dr. Johanna Choremis,Ophthalmologist,4.2,75,This woman is the best cornea surgeon. I had multiple surgeries to my eye and she was the only one who was able to give me back my vision and my life! Efficient. I never wait at her waiting room more than one hour. doesnt miss any detail answers all my questions. I wd recommend her to everyone with an eye problem she s the one to go to!,5.0
2576,Dr. Johanna Choremis,Ophthalmologist,4.2,75,very knowledgeable and helpful. Is one of the leaders in the cornea field,5.0
2577,Dr. Johanna Choremis,Ophthalmologist,4.2,75,"Rather than find a natural solution to my dry eyes and take the time to explain things, she rams a prescription into my face, some equalling to $700 for a bottle. Rude, non-respectful and arrogant. Found a solution that costs me 9$ and I had to go online to cure my problem.",3.0
2578,Dr. Johanna Choremis,Ophthalmologist,4.2,75,Great eye doctor. Incredibly knowledgeable and responsive to my needs. She is also technically gifted. Thank you Dr. Choremis!,5.0
2579,Dr. Johanna Choremis,Ophthalmologist,4.2,75,"Very knowledgeable and competent but very very arragont, not respectful. Does not listen to the patient, no empathy, always overbooked. Rushes you to explain yourself.",3.0
2580,Dr. Johanna Choremis,Ophthalmologist,4.2,75,"Great experience, walk you through the procedure, and answers all your questions. Really positive in her approach. Love having her as my surgeon.",5.0
2581,Dr. Johanna Choremis,Ophthalmologist,4.2,75,"i tell you from experience , this woman is an amazing Doctor and an amazing Surgeon . simply the best in her field",5.0
2582,Dr. Johanna Choremis,Ophthalmologist,4.2,75,"Simply Amazing, Professional, Efficient, and Highly Knowledgable.",5.0
2583,Dr. Johanna Choremis,Ophthalmologist,4.2,75,Super sweet and helpful. I had a terrible cataract and she was able to perform an incredible surgery on my eye to give me my sight back. I'm forever grateful.,4.5
2584,Dr. Johanna Choremis,Ophthalmologist,4.2,75,Outstanding ... saved my eye. I had a perforated cornea and she was the only one that could help me!!,5.0
2585,Dr. Johanna Choremis,Ophthalmologist,4.2,75,"She is always in a rush, not communicating properly",3.0
2586,Dr. Johanna Choremis,Ophthalmologist,4.2,75,Elle est très professionnelle et compétente. Elle a effectué une chirurgie de la cornée miraculeuse sur mon oeil. Merci docteur Choremis!,5.0
2587,Dr. Johanna Choremis,Ophthalmologist,4.2,75,"Personne bête ne sait pas parler à ses patients, ma mère a eu sa première et dernière rencontre avec elle ,très mauvaise expérience",2.0
2588,Dr. Johanna Choremis,Ophthalmologist,4.2,75,She saved my eyes! My cornea problem was severe and very rare and she was able to perm or a very advanced transplant surgery on my eyes. Thank you Dr. Choremis... you are a true professional and miracle worker!,5.0
2589,Dr. Johanna Choremis,Ophthalmologist,4.2,75,"J'ai rencontré Dre Johanna Choremis au public, à l'hôpital Maisonneuve-Rosemont. Trois heures d'attente. Ce fut une rencontre très froide. Malgré mon inquiétude pour ma maladie rare des yeux, Dre Choremis ne regarde jamais les yeux sauf pour intervention. Durant toute la consultation, elle a les yeux rivés sur mon dossier. De plus, elle m'a donné un anesthésiant pour les yeux sans me prévenir, et surtout sans m'expliquer pour quelle raison exactement elle le faisait, je l'ai alors arrêtée et demandé des explications. Les questions qu'ont lui pose lui semblent superflues, elle fait sentir ses patients comme des moins de rien. Elle n'est pas du tout rassurante. Aussi, à maintes reprises, d'autres employés entraient dans le bureau pour lui poser des questions ou pour une signature, ce qui a fait en sorte que mes questions n'avaient jamais de réponses claires. Elle semble avoir une charge de travail trop élevée, et elle le fait sentir à ses patients. Je suis sorti de son bureau bouleversé par son manque de professionnalisme, et par son manque de savoir-vivre vis-à-vis de ses patients.",2.0
2590,Dr. Johanna Choremis,Ophthalmologist,4.2,75,She is incredibly professional and competent. She performed a very complicated corneal graft on my left eye and I can see again. Thank you for your care and expertise Dr. Choremis!!!!,5.0
2591,Dr. Johanna Choremis,Ophthalmologist,4.2,75,"Correction de la vue au laser personnalisée.

Je suis habituellement très mal à l'aise avec les docteurs en général mais avec elle ce n'était pas le cas. Elle explique tout en détails ce qu'elle fait avant de le faire et pendant qu'elle le fait. Oui, la chirurgie dans le bureau ne dure que 5 minutes ET C'EST TANT MIEUX. Elle est revenue me voir 30 minutes après pour voir si tout allait bien et une heure après on passe un examen avec un technicien. Je m'attendais à passer une journée stressante et désagréable, mais ce fut une journée si bien encâdrée par des professionnels compétents et attentionnés que je n'irais voir personne d'autre que Dre Choremis.",5.0
2592,Dr. Johanna Choremis,Ophthalmologist,4.2,75,"Médecin hors pair. C'est tout ce que j'ai à dire. Occupée, oui, clairement. Mais EXCELLENTE chirurgienne, j'ai retrouvé la vision après des années à me faire dire que ma greffe avait rejeté trop de fois et tant pis. Aussi TRÈS professionnelle. Elle a écouté à quel point je n'en pouvais plus de mal voir et elle a décidé de prendre une autre chance avec moi. Je souhaite à tous une médecin comme elle. MILLE MERCI Dr. Choremis.",5.0
2593,Dr. Johanna Choremis,Ophthalmologist,4.2,75,"Mes parents consultent le Dr. Choremis depuis maintenant deux ans. Elle a pratiqué une chirurgie au niveau des cataractes alors qu'elle était enceinte de plus ou moins huit mois, ce qui n'a pas rassuré mes parents, la voyant travailler du bout de ses bras. Mais le problème majeur du Dr. Choremis, c'est son attitude. Elle ignore totalement les questions de mes parents, ne leur donne pas d'informations sur sa condition, elle est expéditive et semble complètement désintéressée de sa patiente. Mes parents sont âgés, mais toujours très respectueux et polis. Ils ne se sont jamais plaints à propos d'elle, mais ils se sentent traités comme un numéro avec elle. Je n'accepte pas qu'un ""professionnel"" de la santé ne respecte pas ses patients. L'un des devoirs des médecins est d'établir un lien de confiance avec ceux-ci, et surtout, ne pas faire sentir à des personnes âgées qu'elles ne valent pas la peine qu'on prenne soin d'eux. Elle a peut-être toutes les qualifications techniques d'un bon ophtalmologiste, mais son manque d'empathie et de respect sont inacceptables pour un médecin soit disant professionnel.",3.0
2594,Dr. Johanna Choremis,Ophthalmologist,4.2,75,"How can I possibly say thank you enough to such an outstanding person. Dr.Choremis treated my mother this past summer for cataracts and gave her a new lease on life. She was so professional, kind and patient. She took the time to answer all our questions and was mindful of the fact that we knew nothing about the procedure. Not only was it a successful surgery but the whole experience was so effortless. If I could rate her any higher than 5 stars, I would. She is an amazing and caring ophthalmologist. THANK YOU Dr. Choremis",5.0
2595,Dr. Johanna Choremis,Ophthalmologist,4.2,75,"Je me suis senti comme si j'étais de trop dans son agenda. Elle est bête, ne regarde pas quand elle me parle, donne aucune information si on ne lui demande pas et quand on lui pose une question, elle répond pratiquement toujours par oui ou non. Point final, pas d'explications, pas de détails... C'est vraiment plate comme rencontre, surtout quand la prochaine étape c'est l'opération. J'aurais appécié un peu de considération et d'informations.",1.0
2596,Dr. Johanna Choremis,Ophthalmologist,4.2,75,"Dr Choremis is a very caring Opthalmologist.
She was very polite & performed a very detailed examination on my mother.
She gave us several options regarding care without being very agreesive.
We will recommend her to our friends!",5.0
2597,Dr. Johanna Choremis,Ophthalmologist,4.2,75,"Dr. Johanna Choremis is a quick and efficient Lasik Surgeon. I see some comments here trying to knock her. Folks you are not going to see the doctor to teach you medicine. All you need to know is the procedure, the risks (if any), and the recovery + follow-up visits you may need. Dr. Johanna fixed my myopia at Lasik MD and I got rid of my glasses. So all you haters stop whining.",5.0
2598,Dr. Johanna Choremis,Ophthalmologist,4.2,75,Installation de lentilles souple interne dans chaque oeil. Très bon Docteure. Professionnelle et éfficace. Juste un peu TROP BUSY. Bravo,4.5
2599,Dr. Johanna Choremis,Ophthalmologist,4.2,75,Outstanding ophthalmologist. I had a severely damaged cornea along with a cataract problem and none of the ophthalmologists in Montreal wanted to treat me because they did not think they could improve my vision. I was virtually blind. Dr. Choremis took on my case and transplanted my cornea and did the cataract surgery also. I now see perfectly! Thank you Doctor Choremis ... you changed my life!,5.0
2600,Dr. Johanna Choremis,Ophthalmologist,4.2,75,"One hour and a half in the waiting room, two minutes in the doctor's office... She looked so bored. Total waste of time.",1.5
2601,Dr. Johanna Choremis,Ophthalmologist,4.2,75,"She is one of the best surgeons in her field. Having done my research, she is the best cornea surgeon in Montreal. And so I sent her my mother. Although my mother only needed cataract surgery, she is hands down the go-to surgeon from what I have heard and experienced. My mother now sees like when she was 20 years old. The surgery and postop both were a breeze. Responding to previous comments, thank god she IS young- older surgeons often are stuck in their ways and don't evolve with the times. And yes the wait may be excruciating, especially at HMR, but for a surgeon like that and free health care, I'd wait all day and all night. And it's not her fault there aren't enough nurses and secretaries to support her. While we were there, she had to do random paperwork herself and call the patients in the rooms. In my opinion, doctors should be seeing patients, and should have help for everything else. She has gained my family's respect.",5.0
